10,0,8.75e-05,0.0001088,8.19e-05,0.0001049,0.0001297,0.0001234,9.84e-05,0.0001142,0.0001701,0.0001269
10,1,0.0003604,0.0003302,0.0003147,0.0002068,0.0003842,0.0002969,0.0002815,0.0003137,0.0003143,0.0002239
10,2,0.0011576,0.0006363,0.0007105,0.000751,0.0013794,0.0008833,0.0007382,0.001075,0.0007195,0.0007295
10,3,0.003401,0.0015957,0.0022418,0.0036687,0.003618,0.0025213,0.0028153,0.0027429,0.0018068,0.0016904
10,4,0.00724,0.0112154,0.0049742,0.0052253,0.0044981,0.0068229,0.0068016,0.0045418,0.0046291,0.0097264
10,5,0.0592455,0.0257937,0.0332943,0.0164797,0.0162203,0.0167485,0.020441,0.019532,0.0184753,0.0164621
10,6,0.0576971,0.0438996,0.0778319,0.0776281,0.0735491,0.1260232,0.0615243,0.1023827,0.0929106,0.1079313
10,7,0.1403211,0.1254619,0.0981352,0.2682371,0.1170366,0.1001152,0.1004555,0.0944313,0.1870476,0.0918798
10,8,0.207899,0.2157692,0.1895091,0.2967549,0.2141761,0.2186002,0.1849,0.201032,0.2710854,0.2329765
10,9,0.4358023,0.4535532,0.4491689,0.5506941,0.4817805,0.4728787,0.4742925,0.4652559,0.5656383,0.4987268
10,10,1.1417018,1.0998536,1.1970442,1.1534945,1.1501174,1.080571,1.0758001,1.0917296,1.148881,1.134102
10,11,2.5795646,2.6679241,2.6770188,3.1889141,3.3327018,3.3913885,2.6905725,2.7777277,2.8684861,2.6440904
10,12,6.3446017,6.2761298,6.3109798,6.3758726,6.2745962,6.2825198,6.4322232,6.3228056,6.5554285,7.1829126
10,13,14.8572386,17.2725155,16.2873577,16.7793737,15.8453023,14.717311,16.0879174,16.5381774,16.6667851,15.8107936
10,14,32.9009737,32.340858,34.3263799,32.6444873,36.6883731,33.7357805,32.2844645,32.8137621,32.5282874,34.6214915
20,0,0.0002477,0.0002243,0.0002126,0.0004028,0.000236,0.0002407,0.0002284,0.0002428,0.0002581,0.0002501
20,1,0.0009702,0.0006816,0.00075,0.0007715,0.0007574,0.0007472,0.0007876,0.0008009,0.0007519,0.0006706
20,2,0.0019973,0.0020179,0.0019119,0.0019325,0.0021476,0.0035896,0.002624,0.0021293,0.0019112,0.0021705
20,3,0.0061878,0.0055454,0.0087111,0.0077882,0.0056784,0.0061056,0.0076914,0.0056337,0.0059714,0.0055703
20,4,0.0200865,0.0201554,0.0330012,0.0147174,0.017455,0.0182853,0.0188432,0.0176361,0.0181825,0.0162905
20,5,0.0440103,0.0437792,0.0562167,0.0360798,0.0299853,0.071226,0.0549037,0.0387974,0.044632,0.0440072
20,6,0.1531242,0.1322611,0.0884706,0.0776304,0.1433848,0.0931935,0.0971993,0.1631049,0.0704864,0.07027
20,7,0.1959437,0.2734135,0.1525115,0.1564036,0.1644561,0.1496099,0.2536588,0.1893455,0.1618725,0.1687614
20,8,0.3501916,0.4537741,0.3934062,0.3673386,0.3926902,0.3833613,0.4608133,0.3847155,0.3840096,0.3725192
20,9,0.944112,0.9982428,0.9284418,0.9223726,1.1937972,0.9410626,0.9900366,0.9537718,0.9348409,0.98179
20,10,2.294648,2.4215922,2.2983013,2.5909672,2.5403189,2.3654731,2.3989748,2.2588325,2.2402416,2.3755773
20,11,5.4518968,5.5150027,5.4607082,5.6470825,5.472755,5.4749876,5.5271955,5.4900749,5.5349891,5.6239129
20,12,12.8405675,12.7526772,12.5558885,12.4999291,12.7188892,12.6044284,12.6309193,12.9247887,12.7486957,12.5252412
20,13,28.8186873,29.4148724,28.8338594,29.3662946,28.7359963,28.4639845,29.5643843,29.245745,29.4460704,28.9271871
20,14,70.888303,65.2292883,64.9221136,64.2147548,65.0823522,65.001161,65.0979876,64.9066443,64.5114719,67.4818938
30,0,0.000223,0.0002108,0.0002371,0.0002656,0.0004667,0.0003639,0.000252,0.0004045,0.0002888,0.0002501
30,1,0.0009434,0.0010344,0.000675,0.0009887,0.0008615,0.0012292,0.0011439,0.0011196,0.0010744,0.0009972
30,2,0.0028712,0.0033682,0.0076256,0.0035234,0.0029833,0.0021362,0.0035084,0.00303,0.0019943,0.0030872
30,3,0.0051759,0.0392614,0.0077004,0.0098222,0.0081427,0.0183516,0.0098298,0.0053925,0.0089782,0.010751
30,4,0.0245474,0.0156295,0.0208661,0.019306,0.0251028,0.02681,0.0492841,0.0445003,0.0345104,0.0254127
30,5,0.0572673,0.1241065,0.0701671,0.0636181,0.0662074,0.1146578,0.0664384,0.0643824,0.1127746,0.0571753
30,6,0.1459971,0.1210564,0.1737679,0.1016155,0.1052985,0.2026746,0.1275359,0.1028586,0.1856539,0.1306249
30,7,0.2468432,0.3203065,0.2421665,0.2465328,0.2940995,0.2580986,0.2653988,0.3171787,0.2607262,0.248431
30,8,0.7133489,0.5540871,0.5833433,0.5999805,0.8078034,0.8164225,0.6768285,0.5608006,0.6259403,0.595399
30,9,1.5047078,1.3797466,1.5001413,1.6479158,1.4535747,1.4971707,1.3588561,1.4583524,1.4005532,1.4613185
30,10,3.5103246,3.4907005,3.3728481,3.403202,3.4748135,3.6209939,3.4276664,3.4685117,3.5845088,3.5515037
30,11,8.0738294,8.1256022,8.074214,8.2475773,8.2283164,8.1715515,8.2151336,8.3256246,8.0426217,8.0859337
30,12,18.5869457,18.6387047,19.332807,19.2997728,18.6908526,18.7474538,18.8929233,18.6969177,18.9313562,18.8535797
30,13,43.6662295,43.0435077,43.2892021,42.9283247,42.8656055,43.5818054,43.2352621,42.6604051,42.5434382,42.770528
30,14,101.1042158,105.4689991,109.0797372,107.9488776,104.0810702,101.2398841,107.4198352,101.8576611,103.8346836,104.9764529
